PROY0001_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0001_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0002_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0003_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0004_01;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0005_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0006_01;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0006_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0006_03;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0006_04;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0007_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0008_01;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0008_02;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0008_03;22/01/2012;22/01/2012;09/02/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0008_04;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0008_05;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0008_06;24/04/2014;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0009_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0009_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0009_03;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0009_04;;;;;;;En Test  Integración;;; ; ; ; ; 
PROY0010_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0010_02;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0010_03;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0010_04;06/08/2014;07/08/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0010_05;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0011_01;;28/09/2012;08/09/2012;Host to Web;;;Implementado con OK;;; ; ; ; ; 
PROY0011_02;13/08/2012;17/08/2012;;;;;Implementado con OK;;; ; ; ; ; 
PROY0011_03;13/08/2012;17/08/2012;11/08/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0011_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0011_05;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0011_06;;;;;;;En Desarrollo;;; ; ; ; ; 
PROY0011_07;;;;;;;En Desarrollo;;; ; ; ; ; 
PROY0011_08;;;;;;;PDTE Implantar;;; ; ; ; ; 
PROY0013_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0015_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0015_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0015_03;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0015_04;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0016_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0016_03;22/10/2013;22/10/2013;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0016_04;22/10/2013;22/10/2013;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0017_01;20/01/2014;20/01/2014;15/02/2014;;;;Implementado sin OK;;; ; ; ; ; 
PROY0017_02;07/03/2013;11/03/2013;07/07/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0017_03;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0017_04;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0017_05;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0017_06;;;;;;;En Test  Aceptación;;; ; ; ; ; 
PROY0018_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0018_02;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0018_03;;;;;;;En Test  Integración;;; ; ; ; ; 
PROY0019_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_03;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_05;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0019_06;18/11/2013;18/11/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0020_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0020_02;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0020_03;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0020_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0020_05;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0021_01;16/05/2012;12/06/2012;;PGP;07/05/2012;08/05/2012;Excluido por Timeout;;; ; ; ; ; 
PROY0021_02;24/07/2012;20/08/2012;;PGP;20/07/2012;;Excluido por Timeout;;; ; ; ; ; 
PROY0023_01;;;04/12/2012;;10/12/2012;;Implementado con OK;;; ; ; ; ; 
PROY0024_01;;;15/12/2012;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_02;;;15/12/2012;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_03;;;15/12/2012;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_04;;;;PGP;;;Implementado sin OK;;; ; ; ; ; 
PROY0024_05;;;;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_06;;;;PGP;;;Excluido por Timeout;;; ; ; ; ; 
PROY0024_07;;;08/02/2013;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_08;;;;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_09;;;;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0024_10;;;;PGP;;;Excluido por Timeout;;; ; ; ; ; 
PROY0024_11;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0024_12;;;;PGP;;;En Penny Test;;; ; ; ; ; 
PROY0025_01;;;25/06/2012;;30/05/2012;04/06/2012;Implementado con OK;;; ; ; ; ; 
PROY0026_02;06/06/2013;07/06/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0026_03;17/07/2013;17/07/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0026_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0027_01;17/05/2012;22/05/2012;12/06/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0027_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0027_03;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0028_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0028_02;04/10/2013;05/10/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0028_03;04/10/2013;05/10/2013;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0028_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0028_05;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0028_06;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0029_01;15/03/2012;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0029_02;13/09/2011;14/02/2012;;;;;Implementado con OK;;; ; ; ; ; 
PROY0030_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0030_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0030_03;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0030_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0030_05;;;;;;;En Penny Test;;; ; ; ; ; 
PROY0030_06;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0031_01;20/05/2014;11/06/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0031_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0032_00;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0032_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0032_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0033_01;10/03/2014;12/03/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0033_02;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0033_03;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0033_04;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0033_05;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0033_06;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0033_07;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0034_01;;;11/08/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0035_01;08/05/2012;08/05/2012;12/05/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0035_02;08/05/2012;10/05/2012;;;;;Implementado con OK;;; ; ; ; ; 
PROY0035_03;08/05/2012;10/05/2012;;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_01;14/05/2012;14/05/2012;21/07/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_02;;;07/02/2012;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_03;01/07/2013;02/07/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_05;19/05/2014;20/05/2014;26/07/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_06;26/08/2014;31/08/2014;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0036_07;26/08/2014;01/09/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0036_08;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0037_01;03/05/2012;15/06/2012;08/09/2012;;08/03/2012;18/07/2012;Implementado con OK;;; ; ; ; ; 
PROY0037_02;27/09/2012;22/10/2012;;;09/07/2012;26/10/2012;Excluido por Timeout;;; ; ; ; ; 
PROY0037_03;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0037_04;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0039_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0039_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0039_03;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0040_01;11/03/2013;03/04/2013;;;;;Excluido por Timeout;;; ; ; ; ; 
